,FACILITY,Tool,WBS,Cluster,Fab300_Begin,IIO_Begin,Fab300_End,IIO_End,Cnt,Fab300_Duration,IIO_Duration,Description,IIO_User_id,Fab300_User_id,Modules,Begin,End
414,PLINE300,LAM_E6,38199/01907,0,2022-10-12 13:40:22,2022-10-12 13:30:00,2022-10-12 15:08:18,2022-10-12 15:30:00,1,1.4655555555555555,2.0,Ru etch on coupons,kundu94,kundu94,LP1;PM1,2022-10-12 13:30:00,2022-10-12 15:30:00
415,PLINE300,LAM_E6,38199/01907,1,2022-10-25 14:38:35,2022-10-25 14:00:00,2022-10-25 16:09:46,2022-10-25 16:30:00,1,1.5197222222222222,2.5,coupon work,dcosters,dcosters,LP1;PM1,2022-10-25 14:00:00,2022-10-25 16:30:00
416,PLINE300,LAM_E6,38199/01907,2,2022-11-02 11:56:45,2022-11-02 11:30:00,2022-11-02 12:41:05,2022-11-02 13:00:00,1,0.7388888888888889,1.5,manual endpointing,dcosters,dcosters,LP1;PM1,2022-11-02 11:30:00,2022-11-02 13:00:00
417,PLINE300,LAM_E6,38199/02121,0,2022-10-04 10:30:43,2022-10-04 10:30:00,2022-10-04 11:19:07,2022-10-04 11:30:00,1,0.8066666666666666,1.0,Serpentine etch,canvel12,canvel12,LP1;PM3,2022-10-04 10:30:00,2022-10-04 11:30:00
418,PLINE300,LAM_E6,38199/02121,1,2022-10-19 10:14:43,2022-10-19 10:00:00,2022-10-19 11:09:35,2022-10-19 11:00:00,1,0.9144444444444444,1.0,TiN serpentine etch,canvel12,canvel12,LP1;PM5,2022-10-19 10:00:00,2022-10-19 11:09:35
419,PLINE300,LAM_E6,38199/37862,0,2022-10-05 15:29:58,2022-10-05 15:30:00,2022-10-05 16:03:01,2022-10-05 16:30:00,1,0.5508333333333333,1.0,use,raymae79,raymae79,LP1;PM4,2022-10-05 15:29:58,2022-10-05 16:30:00
420,PLINE300,LAM_E6,38199/37862,1,2022-10-20 14:53:03,2022-10-20 15:00:00,2022-10-20 15:23:36,2022-10-20 15:30:00,1,0.5091666666666667,0.5,use,debruy71,debruy71,PM4;LP4,2022-10-20 14:53:03,2022-10-20 15:30:00
421,PLINE300,LAM_E6,38199/37862,2,2022-10-26 11:32:25,2022-10-26 11:30:00,2022-10-26 12:30:08,2022-10-26 12:30:00,1,0.9619444444444445,1.0,development,puliya38,puliya38,LP1;PM6,2022-10-26 11:30:00,2022-10-26 12:30:08
422,PLINE300,LAM_E6,38199/37862,3,2022-11-02 14:26:32,2022-11-02 14:30:00,2022-11-02 15:02:39,2022-11-02 15:30:00,1,0.6019444444444444,1.0,use,debruy71,debruy71,PM4;LP4;PM1,2022-11-02 14:26:32,2022-11-02 15:30:00
423,PLINE300,LAM_E6,43900/02205,0,2022-10-07 16:01:12,2022-10-07 15:30:00,2022-10-07 16:33:59,2022-10-07 16:30:00,1,0.5463888888888889,1.0,Manual endpoint,renaud15,renaud15,LP1;PM5,2022-10-07 15:30:00,2022-10-07 16:33:59
424,PLINE300,LAM_E6,43900/02205,1,2022-10-10 16:22:49,2022-10-10 16:00:00,2022-10-10 16:57:05,2022-10-10 17:00:00,1,0.5711111111111111,1.0,Manual endpoint,renaud15,renaud15,LP2;PM5,2022-10-10 16:00:00,2022-10-10 17:00:00
425,PLINE300,LAM_E6,98850/02081,0,2022-10-06 15:35:31,2022-10-06 15:30:00,2022-10-06 16:10:49,2022-10-06 16:30:00,1,0.5883333333333334,1.0,Coupon Test Sequel,choudh58,choudh58,LP2;PM6,2022-10-06 15:30:00,2022-10-06 16:30:00
427,PLINE300,LAM_E6,98850/02081,2,2022-11-02 17:08:36,2022-11-02 17:00:00,2022-11-02 17:33:28,2022-11-02 18:30:00,2,0.8288888888888889,1.5,Coupon Etch CRAS;Coupon Test CRAS,choudh58,choudh58,PM3;PM6,2022-11-02 17:00:00,2022-11-02 18:30:00
428,PLINE300,LAM_E6,98850/02081,4,2022-11-03 16:51:18,2022-11-03 16:30:00,2022-11-03 18:07:28,2022-11-03 18:30:00,3,2.532777777777778,3.0,Coupon CRAS HM etch;Coupon CRAS etch,choudh58,choudh58,LP2;PM6;LP3;PM1,2022-11-03 16:30:00,2022-11-03 18:30:00
429,PLINE300,LAM_E6,98850/02081,7,2022-11-08 16:03:17,2022-11-08 16:00:00,2022-11-08 17:11:00,2022-11-08 17:00:00,1,1.128611111111111,1.0,CRAS coupon iterations,choudh58,choudh58,LP2;PM6,2022-11-08 16:00:00,2022-11-08 17:11:00
431,PLINE300,LAM_E6_2,31299/02062,0,2022-10-25 16:42:33,2022-10-25 16:30:00,2022-10-25 17:10:18,2022-10-25 17:30:00,1,0.4625,1.0,etching,ghorba81,ghorba81,LP1;PM3,2022-10-25 16:30:00,2022-10-25 17:30:00
432,PLINE300,LAM_E6_2,31299/02062,1,2022-11-03 10:34:23,2022-11-03 10:00:00,2022-11-03 11:16:59,2022-11-03 12:00:00,1,0.71,2.0,etching,ghorba81,ghorba81,LP1;PM3,2022-11-03 10:00:00,2022-11-03 12:00:00
433,PLINE300,LAM_E6_2,31299/02121,0,2022-10-03 11:30:39,2022-10-03 11:30:00,2022-10-03 11:40:25,2022-10-03 12:30:00,1,0.16277777777777777,1.0,OTS etch FW,canvel12,canvel12,LP1;PM3,2022-10-03 11:30:00,2022-10-03 12:30:00
434,PLINE300,LAM_E6_2,31299/02121,1,2022-10-04 10:05:34,2022-10-04 10:00:00,2022-10-04 10:30:18,2022-10-04 10:30:00,1,0.4122222222222222,0.5,1S etch FW,canvel12,canvel12,LP1;PM3,2022-10-04 10:00:00,2022-10-04 10:30:18
435,PLINE300,LAM_E6_2,31299/02121,2,2022-10-06 09:59:51,2022-10-06 10:00:00,2022-10-06 11:08:31,2022-10-06 11:30:00,1,1.1444444444444444,1.5,OTS etch,canvel12,canvel12,LP1;PM3,2022-10-06 09:59:51,2022-10-06 11:30:00
436,PLINE300,LAM_E6_2,31299/02121,3,2022-10-11 09:28:59,2022-10-11 09:30:00,2022-10-11 10:10:18,2022-10-11 10:30:00,1,0.6886111111111111,1.0,HM etch for 1S,canvel12,canvel12,LP1;PM3,2022-10-11 09:28:59,2022-10-11 10:30:00
437,PLINE300,LAM_E6_2,31299/02121,4,2022-10-25 15:28:58,2022-10-25 15:30:00,2022-10-25 16:15:25,2022-10-25 16:30:00,1,0.7741666666666667,1.0,HM open,canvel12,canvel12,LP1;PM3,2022-10-25 15:28:58,2022-10-25 16:30:00
438,PLINE300,LAM_E6_2,32399/32869,0,2022-10-25 10:46:08,2022-10-25 11:00:00,2022-10-25 11:35:02,2022-10-25 12:30:00,1,0.815,1.5,MgO etch coupons,chan63,chan63,LP1;PM3,2022-10-25 10:46:08,2022-10-25 12:30:00
439,PLINE300,LAM_E6_2,32399/32869,1,2022-11-07 11:29:57,2022-11-07 11:30:00,2022-11-07 12:06:25,2022-11-07 13:00:00,1,0.6077777777777778,1.5,Coupon etch,chan63,chan63,LP1;PM3,2022-11-07 11:29:57,2022-11-07 13:00:00
440,PLINE300,LAM_E6_2,38199/02228,0,2022-10-07 09:46:45,2022-10-07 09:00:00,2022-10-07 10:19:27,2022-10-07 10:30:00,1,0.545,1.5,RWRK prio lot on hold,katcko10,katcko10,LP4;PM3,2022-10-07 09:00:00,2022-10-07 10:30:00
441,PLINE300,LEVITOR4300,30990/32063,0,2022-10-05 14:34:42,2022-10-05 14:30:00,2022-10-05 15:27:11,2022-10-05 15:30:00,1,0.8747222222222222,1.0,measurement,knaepen,tricas85,LP2;PM2,2022-10-05 14:30:00,2022-10-05 15:30:00
442,PLINE300,LEVITOR4300,30990/32063,1,2022-10-11 12:12:29,2022-10-11 12:00:00,2022-10-11 22:07:17,2022-10-11 16:00:00,1,9.913333333333334,4.0,950 - 650 C Anneal He,rastog28,rastog28,LP2;PM1;PM2,2022-10-11 12:00:00,2022-10-11 22:07:17
443,PLINE300,METRIOS,42199/00160,0,2022-10-11 13:56:35,2022-10-11 14:00:00,2022-10-11 17:46:21,2022-10-11 18:00:00,1,3.8294444444444444,4.0,development,martin29,martin29,,2022-10-11 13:56:35,2022-10-11 18:00:00
444,PLINE300,METRIXL,32005/01299,0,2022-10-12 09:01:14,2022-10-12 10:00:00,2022-10-12 15:35:25,2022-10-12 15:00:00,1,6.5697222222222225,5.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-10-12 09:01:14,2022-10-12 15:35:25
445,PLINE300,METRIXL,32005/01299,1,2022-10-14 09:12:29,2022-10-14 10:00:00,2022-10-14 13:31:24,2022-10-14 15:00:00,1,4.315277777777778,5.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-10-14 09:12:29,2022-10-14 15:00:00
446,PLINE300,METRIXL,32005/01299,2,2022-10-20 09:58:07,2022-10-20 09:00:00,2022-10-20 19:54:42,2022-10-20 20:00:00,1,9.943055555555556,11.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-10-20 09:00:00,2022-10-20 20:00:00
447,PLINE300,METRIXL,32005/01299,3,2022-10-24 11:15:56,2022-10-24 09:00:00,2022-10-24 14:21:48,2022-10-24 15:00:00,1,3.097777777777778,6.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-10-24 09:00:00,2022-10-24 15:00:00
448,PLINE300,METRIXL,32005/01299,4,2022-10-25 08:52:29,2022-10-25 10:00:00,2022-10-25 17:22:29,2022-10-25 16:00:00,1,8.5,6.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-10-25 08:52:29,2022-10-25 17:22:29
449,PLINE300,METRIXL,32005/01299,5,2022-10-28 09:18:45,2022-10-28 10:00:00,2022-10-28 16:46:35,2022-10-28 17:00:00,1,7.463888888888889,7.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-10-28 09:18:45,2022-10-28 17:00:00
450,PLINE300,METRIXL,32005/01299,6,2022-10-31 09:20:52,2022-10-31 10:00:00,2022-10-31 18:07:22,2022-10-31 17:00:00,1,8.775,7.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-10-31 09:20:52,2022-10-31 18:07:22
451,PLINE300,METRIXL,32005/01299,7,2022-11-03 09:10:06,2022-11-03 09:00:00,2022-11-03 17:39:53,2022-11-03 17:00:00,1,8.49638888888889,8.0,coupon samples for Donggyu Kim,ripj,kim19,,2022-11-03 09:00:00,2022-11-03 17:39:53
452,PLINE300,METRIXL,32399/32869,0,2022-10-07 10:46:59,2022-10-07 10:30:00,2022-10-07 14:36:41,2022-10-07 12:30:00,1,3.828333333333333,2.0,Coupon measurement,chan63,chan63,,2022-10-07 10:30:00,2022-10-07 14:36:41
453,PLINE300,METRIXL,32399/32869,1,2022-10-14 13:57:05,2022-10-14 15:00:00,2022-10-14 16:58:39,2022-10-14 18:00:00,1,3.026111111111111,3.0,Coupon measurement XRR,chan63,chan63,,2022-10-14 13:57:05,2022-10-14 18:00:00
454,PLINE300,METRIXL,32399/32869,2,2022-10-17 14:09:25,2022-10-17 14:00:00,2022-10-17 17:31:37,2022-10-17 17:00:00,1,3.37,3.0,coupon XRR after etch,chan63,chan63,,2022-10-17 14:00:00,2022-10-17 17:31:37
455,PLINE300,MH300,31499/00432,0,2022-10-10 13:45:34,2022-10-10 14:00:00,2022-10-10 14:08:49,2022-10-10 15:00:00,1,0.3875,1.0,CIPT wafer stuck,talmel16,talmel16,,2022-10-10 13:45:34,2022-10-10 15:00:00
456,PLINE300,MH300,31499/00432,1,2022-10-18 13:55:40,2022-10-18 14:00:00,2022-10-18 15:18:19,2022-10-18 16:00:00,1,1.3775,2.0,Check low RA lot,talmel16,talmel16,,2022-10-18 13:55:40,2022-10-18 16:00:00
457,PLINE300,MH300,31499/00432,2,2022-10-24 13:45:07,2022-10-24 14:00:00,2022-10-24 16:38:53,2022-10-24 16:00:00,1,2.8961111111111113,2.0,check lot AE226507,talmel16,talmel16,,2022-10-24 13:45:07,2022-10-24 16:38:53
458,PLINE300,MH300,31499/00432,3,2022-11-07 09:01:55,2022-11-07 09:30:00,2022-11-07 09:58:25,2022-11-07 11:30:00,1,0.9416666666666667,2.0,Check lot that failed,talmel16,talmel16,,2022-11-07 09:01:55,2022-11-07 11:30:00
459,PLINE300,NOKOTA,31399/31519,0,2022-10-13 11:23:47,2022-10-13 11:00:00,2022-10-13 13:45:43,2022-10-13 13:30:00,1,2.3655555555555554,2.5,Cu plating,mudige97,mudige97,LP2;P1L2,2022-10-13 11:00:00,2022-10-13 13:45:43
460,PLINE300,NOVA200_2,30990/32063,0,2022-10-28 07:59:48,2022-10-28 08:00:00,2022-10-28 08:55:21,2022-10-28 09:00:00,1,0.9258333333333333,1.0,cross section,marian80,marian80,,2022-10-28 07:59:48,2022-10-28 09:00:00
461,PLINE300,NOVA200_2,31399/01838,0,2022-10-10 15:46:13,2022-10-10 15:30:00,2022-10-10 17:19:40,2022-10-10 17:00:00,1,1.5575,1.5,TOP SEM,shafah47,mudige97,,2022-10-10 15:30:00,2022-10-10 17:19:40
462,PLINE300,NOVA200_2,32299/00013,0,2022-10-01 11:19:42,2022-10-01 11:30:00,2022-10-01 14:42:16,2022-10-01 14:00:00,1,3.3761111111111113,2.5,bsd,cochet,cochet,,2022-10-01 11:19:42,2022-10-01 14:42:16
463,PLINE300,NOVA200_2,32299/00013,1,2022-10-04 10:10:33,2022-10-04 10:00:00,2022-10-04 11:20:43,2022-10-04 12:00:00,1,1.1694444444444445,2.0,bsd,cochet,cochet,,2022-10-04 10:00:00,2022-10-04 12:00:00
464,PLINE300,NOVA200_2,32299/00013,2,2022-10-06 12:17:29,2022-10-06 12:30:00,2022-10-06 13:01:10,2022-10-06 14:00:00,1,0.7280555555555556,1.5,sem,beirnaer,beirnaer,,2022-10-06 12:17:29,2022-10-06 14:00:00
465,PLINE300,NOVA200_2,32299/00013,3,2022-10-11 10:46:11,2022-10-11 11:00:00,2022-10-11 12:36:14,2022-10-11 12:30:00,2,1.722777777777778,3.0,sem,beirnaer,beirnaer;marian80,,2022-10-11 10:46:11,2022-10-11 12:36:14
466,PLINE300,NOVA200_2,32299/00013,5,2022-10-12 10:59:39,2022-10-12 11:00:00,2022-10-12 13:56:37,2022-10-12 14:00:00,1,2.9494444444444445,3.0,bsd,cochet,cochet,,2022-10-12 10:59:39,2022-10-12 14:00:00
467,PLINE300,NOVA200_2,32299/00013,6,2022-10-13 12:48:40,2022-10-13 12:30:00,2022-10-13 15:44:07,2022-10-13 15:30:00,1,2.924166666666667,3.0,bsd,cochet,cochet,,2022-10-13 12:30:00,2022-10-13 15:44:07
468,PLINE300,NOVA200_2,32299/00013,7,2022-10-14 15:48:47,2022-10-14 15:30:00,2022-10-14 19:11:12,2022-10-14 19:00:00,1,3.373611111111111,3.5,bsd,cochet,cochet,,2022-10-14 15:30:00,2022-10-14 19:11:12
469,PLINE300,NOVA200_2,32299/00013,8,2022-10-20 06:21:03,2022-10-20 06:00:00,2022-10-20 08:07:59,2022-10-20 08:00:00,1,1.7822222222222222,2.0,bsd,cochet,cochet,,2022-10-20 06:00:00,2022-10-20 08:07:59
471,PLINE300,NOVA200_2,32299/00013,10,2022-10-25 11:46:48,2022-10-25 11:00:00,2022-10-25 13:20:11,2022-10-25 13:30:00,1,1.5563888888888888,2.5,bsd;BSD,cochet,cochet,,2022-10-25 11:00:00,2022-10-25 13:30:00
472,PLINE300,NOVA200_2,32299/00013,11,2022-10-26 09:48:19,2022-10-26 09:30:00,2022-10-26 14:14:44,2022-10-26 12:30:00,1,4.440277777777778,3.0,bsd,cochet,cochet,,2022-10-26 09:30:00,2022-10-26 14:14:44
473,PLINE300,NOVA200_2,32299/00013,12,2022-10-28 12:14:40,2022-10-28 11:00:00,2022-10-28 13:50:23,2022-10-28 13:00:00,1,1.5952777777777778,2.0,BSD;sem,cochet;beirnaer,beirnaer,,2022-10-28 11:00:00,2022-10-28 13:50:23
474,PLINE300,NOVA200_2,32299/00013,13,2022-11-09 14:13:22,2022-11-09 14:00:00,2022-11-09 16:06:01,2022-11-09 15:30:00,1,1.8775,1.5,bsd,cochet,cochet,,2022-11-09 14:00:00,2022-11-09 16:06:01
475,PLINE300,NOVA200_2,32414/32513,0,2022-10-21 10:28:15,2022-10-21 10:00:00,2022-10-21 12:09:19,2022-10-21 12:00:00,1,1.6844444444444444,2.0,xsem,davide98,davide98,,2022-10-21 10:00:00,2022-10-21 12:09:19
476,PLINE300,NOVA200_2,32499/01906,0,2022-10-31 17:01:02,2022-10-31 15:30:00,2022-10-31 18:30:28,2022-10-31 18:00:00,1,1.4905555555555556,2.5,Inspection SIGE,rengo74,rengo74,,2022-10-31 15:30:00,2022-10-31 18:30:28
477,PLINE300,NOVA200_2,38199/01838,0,2022-10-06 10:34:08,2022-10-06 10:00:00,2022-10-06 11:08:47,2022-10-06 11:00:00,1,0.5775,1.0,sem,tsvetani,tsvetani,,2022-10-06 10:00:00,2022-10-06 11:08:47
478,PLINE300,NOVA200_2,38199/01838,1,2022-10-12 09:41:56,2022-10-12 09:30:00,2022-10-12 10:51:39,2022-10-12 11:00:00,1,1.1619444444444444,1.5,sem,tsvetani,tsvetani,,2022-10-12 09:30:00,2022-10-12 11:00:00
479,PLINE300,NOVA200_2,38199/01838,2,2022-10-31 14:37:10,2022-10-31 14:00:00,2022-10-31 15:22:04,2022-10-31 15:30:00,1,0.7483333333333333,1.5,sem,tsvetani,tsvetani,,2022-10-31 14:00:00,2022-10-31 15:30:00
481,PLINE300,NOVA200_2,39320/36502,0,2022-10-11 15:42:30,2022-10-11 15:30:00,2022-10-11 17:00:07,2022-10-11 17:00:00,1,1.293611111111111,1.5,qualification,mander15,aarts61,,2022-10-11 15:30:00,2022-10-11 17:00:07
483,PLINE300,NOVA200_2,97401/01743,2,2022-10-13 09:34:02,2022-10-13 09:30:00,2022-10-13 11:15:14,2022-10-13 11:00:00,1,1.6866666666666668,1.5,sem nil,willegem,willegem,,2022-10-13 09:30:00,2022-10-13 11:15:14
484,PLINE300,NOVA200_2,97401/01743,3,2022-10-17 13:11:29,2022-10-17 13:00:00,2022-10-17 16:29:27,2022-10-17 15:30:00,1,3.2994444444444446,2.5,sem;sem ni,willegem,willegem,,2022-10-17 13:00:00,2022-10-17 16:29:27
485,PLINE300,NOVA200_2,97401/01743,4,2022-10-18 14:39:57,2022-10-18 14:00:00,2022-10-18 16:52:17,2022-10-18 15:30:00,1,2.2055555555555557,1.5,sem,willegem,leruth67,,2022-10-18 14:00:00,2022-10-18 16:52:17
486,PLINE300,NOVA200_2,97401/01743,5,2022-11-09 09:47:12,2022-11-09 09:30:00,2022-11-09 11:22:53,2022-11-09 11:00:00,1,1.5947222222222222,1.5,meas,delvaux,willegem,,2022-11-09 09:30:00,2022-11-09 11:22:53
487,PLINE300,NOVA200_2,97401/01743,6,2022-11-10 15:11:38,2022-11-10 14:00:00,2022-11-10 17:16:02,2022-11-10 17:00:00,1,2.0733333333333333,3.0,sem nil,willegem,willegem,,2022-11-10 14:00:00,2022-11-10 17:16:02
488,PLINE300,NOVA200_2,97406/01185,0,2022-10-03 15:51:27,2022-10-03 15:30:00,2022-10-03 18:38:53,2022-10-03 17:00:00,1,2.7905555555555557,1.5,cross-section view of sample,khuran65,khuran65,,2022-10-03 15:30:00,2022-10-03 18:38:53
489,PLINE300,NOVA200_2,97406/01185,1,2022-10-04 14:23:37,2022-10-04 14:00:00,2022-10-04 16:54:33,2022-10-04 15:30:00,1,2.5155555555555558,1.5,Thin Films,lopezb41,lopezb41,,2022-10-04 14:00:00,2022-10-04 16:54:33
490,PLINE300,NOVA200_2,97406/01185,2,2022-10-26 17:55:47,2022-10-26 18:00:00,2022-10-26 21:12:33,2022-10-26 19:30:00,1,3.2794444444444446,1.5,Imaging electroplated layers,aarts61,aarts61,,2022-10-26 17:55:47,2022-10-26 21:12:33
491,PLINE300,NOVA200_2,97406/01185,3,2022-10-27 12:51:07,2022-10-27 13:00:00,2022-10-27 14:29:11,2022-10-27 14:00:00,1,1.6344444444444444,1.0,Imaging electrodeposited layers,aarts61,aarts61,,2022-10-27 12:51:07,2022-10-27 14:29:11
492,PLINE300,NOVA200_2,97406/01185,4,2022-10-27 16:47:26,2022-10-27 16:30:00,2022-10-27 18:02:39,2022-10-27 17:30:00,1,1.253611111111111,1.0,Imaging electrodeposited layers,aarts61,aarts61,,2022-10-27 16:30:00,2022-10-27 18:02:39
493,PLINE300,NOVA200_2,97406/01934,0,2022-11-07 09:54:31,2022-11-07 09:30:00,2022-11-07 10:23:00,2022-11-07 10:30:00,1,0.4747222222222222,1.0,Process development,rupp93,rupp93,,2022-11-07 09:30:00,2022-11-07 10:30:00
494,PLINE300,NOVA200_2,97700/01345,0,2022-11-07 14:18:43,2022-11-07 14:00:00,2022-11-07 15:10:02,2022-11-07 15:00:00,1,0.8552777777777778,1.0,xsem,vais,vais,,2022-11-07 14:00:00,2022-11-07 15:10:02
495,PLINE300,NOVA200_2,98300/01618,0,2022-11-02 09:36:10,2022-11-02 09:30:00,2022-11-02 10:42:50,2022-11-02 11:00:00,1,1.1111111111111112,1.5,i,redants,redants,,2022-11-02 09:30:00,2022-11-02 11:00:00
496,PLINE300,NOVA200_2,98300/14175,0,2022-10-10 08:31:25,2022-10-10 08:30:00,2022-10-10 10:26:28,2022-10-10 10:00:00,1,1.9175,1.5,xsem,maes72,maes72,,2022-10-10 08:30:00,2022-10-10 10:26:28
497,PLINE300,NOVA200_2,98300/14175,1,2022-11-09 06:33:00,2022-11-09 06:00:00,2022-11-09 09:25:03,2022-11-09 08:30:00,1,2.8675,2.5,xsem,maes72,maes72,,2022-11-09 06:00:00,2022-11-09 09:25:03
498,PLINE300,NOVA200_2,98500/01852,0,2022-11-03 13:15:37,2022-11-03 13:00:00,2022-11-03 14:00:31,2022-11-03 14:00:00,1,0.7483333333333333,1.0,sem,lux,lux,,2022-11-03 13:00:00,2022-11-03 14:00:31
499,PLINE300,NOVA600,44284/44541,0,2022-10-12 16:35:22,2022-10-12 14:00:00,2022-10-12 17:11:06,2022-10-12 17:00:00,1,0.5955555555555555,3.0,Sample inspection,vdaal29,vdaal29,,2022-10-12 14:00:00,2022-10-12 17:11:06
500,PLINE300,NX3DM,31199/01873,0,2022-10-28 08:46:07,2022-10-28 08:30:00,2022-10-28 11:59:04,2022-10-28 12:00:00,1,3.2158333333333333,3.5,measurement,moussa,moussa,,2022-10-28 08:30:00,2022-10-28 12:00:00
501,PLINE300,NX3DM,31199/01927,0,2022-10-06 13:44:01,2022-10-06 13:30:00,2022-10-06 16:56:40,2022-10-06 17:00:00,1,3.2108333333333334,3.5,manual measurement,moussa,moussa,,2022-10-06 13:30:00,2022-10-06 17:00:00
502,PLINE300,NX3DM,36003/01224,0,2022-10-01 16:19:19,2022-10-01 16:00:00,2022-10-01 18:25:26,2022-10-01 19:00:00,1,2.1019444444444444,3.0,devinp,vbelle62,vbelle62,,2022-10-01 16:00:00,2022-10-01 19:00:00
504,PLINE300,NX3DM,36003/01224,6,2022-10-11 10:15:53,2022-10-11 10:00:00,2022-10-11 12:57:38,2022-10-11 12:30:00,1,2.6958333333333333,2.5,devinp,vbelle62,vbelle62,,2022-10-11 10:00:00,2022-10-11 12:57:38
506,PLINE300,NX3DM,36003/01224,11,2022-10-20 10:20:36,2022-10-20 10:00:00,2022-10-20 16:41:05,2022-10-20 17:00:00,1,6.341388888888889,7.0,devinp,lagrain,vbelle62,,2022-10-20 10:00:00,2022-10-20 17:00:00
507,PLINE300,NX3DM,36003/01224,12,2022-10-21 11:07:19,2022-10-21 10:00:00,2022-10-21 15:57:55,2022-10-21 17:00:00,1,4.843333333333334,7.0,devinp,vbelle62,lagrain,,2022-10-21 10:00:00,2022-10-21 17:00:00
508,PLINE300,NX3DM,36003/01224,13,2022-10-25 13:56:51,2022-10-25 11:00:00,2022-10-25 16:36:29,2022-10-25 17:00:00,1,2.6605555555555553,6.0,devinp,vbelle62,vbelle62,,2022-10-25 11:00:00,2022-10-25 17:00:00
509,PLINE300,NX3DM,36003/01224,14,2022-10-31 15:10:16,2022-10-31 14:30:00,2022-10-31 21:36:37,2022-10-31 21:30:00,1,6.439166666666667,7.0,devinp,vbelle62,vbelle62,,2022-10-31 14:30:00,2022-10-31 21:36:37
510,PLINE300,NX3DM,36003/01224,15,2022-11-03 17:22:39,2022-11-03 15:00:00,2022-11-03 21:39:36,2022-11-03 21:30:00,1,4.2825,6.5,devinp,vbelle62,vbelle62,,2022-11-03 15:00:00,2022-11-03 21:39:36
511,PLINE300,NX3DM,36003/01224,16,2022-11-05 11:37:42,2022-11-05 11:30:00,2022-11-05 14:01:40,2022-11-05 13:30:00,1,2.3994444444444443,2.0,devinp,vbelle62,vbelle62,,2022-11-05 11:30:00,2022-11-05 14:01:40
512,PLINE300,NX3DM,36003/01224,17,2022-11-06 11:32:27,2022-11-06 11:30:00,2022-11-06 16:44:06,2022-11-06 16:30:00,1,5.194166666666667,5.0,devinp,vbelle62,vbelle62,,2022-11-06 11:30:00,2022-11-06 16:44:06
513,PLINE300,NX3DM,36003/01224,18,2022-11-09 15:12:46,2022-11-09 15:00:00,2022-11-09 16:51:35,2022-11-09 17:00:00,1,1.6469444444444445,2.0,devinp,vbelle62,vbelle62,,2022-11-09 15:00:00,2022-11-09 17:00:00
514,PLINE300,NXWAFER,36003/01224,0,2022-10-01 11:54:20,2022-10-01 11:30:00,2022-10-01 16:19:00,2022-10-01 15:00:00,1,4.411111111111111,3.5,devinp,vbelle62,vbelle62,,2022-10-01 11:30:00,2022-10-01 16:19:00
515,PLINE300,NXWAFER,36003/01224,1,2022-10-02 12:47:27,2022-10-02 12:00:00,2022-10-02 16:09:33,2022-10-02 16:00:00,1,3.368333333333333,4.0,devinp,vbelle62,vbelle62,,2022-10-02 12:00:00,2022-10-02 16:09:33
516,PLINE300,NXWAFER,36003/01224,2,2022-10-03 16:02:29,2022-10-03 16:00:00,2022-10-03 16:58:24,2022-10-03 17:00:00,1,0.9319444444444445,1.0,devinp,vbelle62,vbelle62,,2022-10-03 16:00:00,2022-10-03 17:00:00
517,PLINE300,NXWAFER,36003/01224,3,2022-10-04 17:10:03,2022-10-04 15:00:00,2022-10-04 21:25:21,2022-10-04 20:30:00,1,4.255,5.5,devinp,vbelle62,vbelle62,,2022-10-04 15:00:00,2022-10-04 21:25:21
518,PLINE300,NXWAFER,36003/01224,4,2022-10-05 16:09:31,2022-10-05 16:00:00,2022-10-05 22:22:26,2022-10-05 20:30:00,1,6.215277777777778,4.5,devinp,vbelle62,vbelle62,,2022-10-05 16:00:00,2022-10-05 22:22:26
519,PLINE300,NXWAFER,36003/01224,5,2022-10-06 19:30:16,2022-10-06 19:00:00,2022-10-06 22:02:38,2022-10-06 21:30:00,1,2.5394444444444444,2.5,devinp,vbelle62,vbelle62,,2022-10-06 19:00:00,2022-10-06 22:02:38
520,PLINE300,NXWAFER,36003/01224,6,2022-10-11 13:51:09,2022-10-11 13:30:00,2022-10-11 17:03:57,2022-10-11 17:00:00,1,3.2133333333333334,3.5,devinp,vbelle62,vbelle62,,2022-10-11 13:30:00,2022-10-11 17:03:57
521,PLINE300,NXWAFER,36003/01224,7,2022-10-20 16:00:22,2022-10-20 16:00:00,2022-10-20 16:42:28,2022-10-20 17:00:00,1,0.7016666666666667,1.0,devinp,vbelle62,vbelle62,,2022-10-20 16:00:00,2022-10-20 17:00:00
522,PLINE300,NXWAFER,36003/01224,8,2022-11-05 16:06:33,2022-11-05 14:30:00,2022-11-05 17:31:26,2022-11-05 17:30:00,1,1.4147222222222222,3.0,devinp,vbelle62,vbelle62,,2022-11-05 14:30:00,2022-11-05 17:31:26
