,WBS,Tool,FACILITY,Begin,End,Modules,Description,User_id,IIO_Res_id
888,31299/01861,LAM_E6,PLINE300,2022-11-10 12:00:00,2022-11-10 12:30:00,LP1;PM1,Coupons,renaud15,875
898,31299/31900,LAM_E6,PLINE300,2022-11-15 09:30:00,2022-11-15 11:30:00,LP1;PM4,voor Mich,goossen,876
1216,37013/01883,LAM_E6,PLINE300,2022-11-04 11:00:00,2022-11-04 12:00:00,LP1;PM1,Blanket test,kadir70,877
1217,37013/01883,LAM_E6,PLINE300,2022-11-15 14:30:00,2022-11-15 15:30:00,LP1;PM1,Blanket test,kadir70,878
1228,37092/02170,LAM_E6,PLINE300,2022-11-16 10:00:00,2022-11-16 12:00:00,LP3;PM4,Passi Etch,jamieson,879
1270,38199/01907,LAM_E6,PLINE300,2022-11-02 11:30:00,2022-11-02 13:00:00,LP1;PM1,manual endpointing,dcosters,880
1274,38199/02252,LAM_E6,PLINE300,2022-11-16 11:30:00,2022-11-16 12:30:00,LP1;PM3,development,puliya38,881
1278,38199/37862,LAM_E6,PLINE300,2022-11-02 14:30:00,2022-11-02 15:30:00,LP4;PM1;PM4,use,debruy71,882
1511,98850/02081,LAM_E6,PLINE300,2022-11-02 17:00:00,2022-11-02 17:30:00,PM3,Coupon Test CRAS,choudh58,883
1512,98850/02081,LAM_E6,PLINE300,2022-11-02 17:00:00,2022-11-02 18:30:00,LP2,Coupon Etch CRAS;Coupon Test CRAS,choudh58,884
1513,98850/02081,LAM_E6,PLINE300,2022-11-02 17:30:00,2022-11-02 18:30:00,PM6,Coupon Etch CRAS,choudh58,885
1514,98850/02081,LAM_E6,PLINE300,2022-11-03 16:30:00,2022-11-03 17:30:00,LP2;PM6,Coupon CRAS HM etch,choudh58,886
1515,98850/02081,LAM_E6,PLINE300,2022-11-03 17:30:00,2022-11-03 18:30:00,LP3;PM1,Coupon CRAS etch,choudh58,887
1516,98850/02081,LAM_E6,PLINE300,2022-11-08 15:30:00,2022-11-08 16:00:00,LP1;PM3,CRAS Coupon iterations,choudh58,888
1517,98850/02081,LAM_E6,PLINE300,2022-11-08 16:00:00,2022-11-08 17:00:00,LP2;PM6,CRAS Coupon iterations,choudh58,889
1518,98850/02081,LAM_E6,PLINE300,2022-11-10 16:00:00,2022-11-10 17:30:00,LP2;PM6,Coupon CRAS APF etch,choudh58,890
1519,98850/02081,LAM_E6,PLINE300,2022-11-15 16:00:00,2022-11-15 17:00:00,LP2;PM6,CRAS APF Coupon iteration,choudh58,891
1520,98850/02081,LAM_E6,PLINE300,2022-11-17 09:00:00,2022-11-17 11:30:00,LP1;PM3;PM6,ERU tests,locoroto,892
1521,98850/02081,LAM_E6,PLINE300,2022-11-18 06:00:00,2022-11-18 09:00:00,LP1;PM3;PM6,CRAS etch,locoroto,893
895,31299/02062,LAM_E6_2,PLINE300,2022-11-03 10:00:00,2022-11-03 12:00:00,LP1;PM3,etching,ghorba81,894
1107,32399/32869,LAM_E6_2,PLINE300,2022-11-07 11:30:00,2022-11-07 13:00:00,LP1;PM3,coupon etch,chan63,895
50,30990/32063,LEVITOR4300,PLINE300,2022-11-15 12:00:00,2022-11-15 16:00:00,LP2;PM1;PM2,DEMO related,homkar65,896
51,30990/32063,LEVITOR4300,PLINE300,2022-11-16 11:00:00,2022-11-16 15:00:00,LP2;PM1;PM2,DEMO related,homkar65,897
990,32005/01299,METRIXL,PLINE300,2022-10-31 10:00:00,2022-10-31 17:00:00,,coupon samples for Donggyu Kim,ripj,898
991,32005/01299,METRIXL,PLINE300,2022-11-03 09:00:00,2022-11-03 17:00:00,,coupon samples for Donggyu Kim,ripj,899
992,32005/01299,METRIXL,PLINE300,2022-11-04 09:00:00,2022-11-04 17:00:00,,coupon samples for Donggyu Kim,ripj,900
993,32005/01299,METRIXL,PLINE300,2022-11-07 09:00:00,2022-11-07 11:00:00,,coupon samples for Donggyu Kim,ripj,901
994,32005/01299,METRIXL,PLINE300,2022-11-08 09:00:00,2022-11-08 17:00:00,,coupon samples for Donggyu Kim,ripj,902
995,32005/01299,METRIXL,PLINE300,2022-11-09 09:00:00,2022-11-09 17:00:00,,coupon samples for Donggyu Kim,ripj,903
1108,32399/32869,METRIXL,PLINE300,2022-11-07 11:00:00,2022-11-07 17:00:00,,Couposn XRR,chan63,904
1109,32399/32869,METRIXL,PLINE300,2022-11-10 10:00:00,2022-11-10 17:00:00,,Coupons measurements,chan63,905
1110,32399/32869,METRIXL,PLINE300,2022-11-14 10:00:00,2022-11-14 15:30:00,,coupon measurements,chan63,906
938,31499/00432,MH300,PLINE300,2022-11-07 09:30:00,2022-11-07 11:30:00,,Check lot that failed,talmel16,907
1038,32299/00013,NOVA200_2,PLINE300,2022-11-09 14:00:00,2022-11-09 15:30:00,,BSD,cochet,908
1039,32299/00013,NOVA200_2,PLINE300,2022-11-14 07:00:00,2022-11-14 09:30:00,,BSD,cochet,909
1040,32299/00013,NOVA200_2,PLINE300,2022-11-15 07:30:00,2022-11-15 11:00:00,,BSD,cochet,910
1041,32299/00013,NOVA200_2,PLINE300,2022-11-16 08:00:00,2022-11-16 11:00:00,,BSD,cochet,911
1113,32499/01906,NOVA200_2,PLINE300,2022-10-31 15:30:00,2022-10-31 18:00:00,,Inspection SIGE,rengo74,912
1260,38199/01838,NOVA200_2,PLINE300,2022-10-31 14:00:00,2022-10-31 15:30:00,,sem,tsvetani,913
1261,38199/01838,NOVA200_2,PLINE300,2022-11-07 10:30:00,2022-11-07 11:00:00,,sem,tsvetani,914
1262,38199/01838,NOVA200_2,PLINE300,2022-11-17 14:00:00,2022-11-17 15:30:00,,sem,tsvetani,915
1365,44999/01882,NOVA200_2,PLINE300,2022-11-14 09:30:00,2022-11-14 11:00:00,,check of first test Ma-N + NC50,leruth67,916
1380,97401/01743,NOVA200_2,PLINE300,2022-11-09 09:30:00,2022-11-09 11:00:00,,meas,delvaux,917
1381,97401/01743,NOVA200_2,PLINE300,2022-11-10 14:00:00,2022-11-10 17:00:00,,sem nil,willegem,918
1382,97401/01743,NOVA200_2,PLINE300,2022-11-15 12:30:00,2022-11-15 14:30:00,,sem nil,willegem,919
1383,97401/01743,NOVA200_2,PLINE300,2022-11-16 12:30:00,2022-11-16 15:00:00,,sem il;sem nil,willegem,920
1392,97401/01775,NOVA200_2,PLINE300,2022-11-03 14:00:00,2022-11-03 15:30:00,,xsem and top down,croes30,921
1400,97406/01185,NOVA200_2,PLINE300,2022-11-16 18:00:00,2022-11-16 19:30:00,,Characterisation,pahlav81,922
1401,97406/01185,NOVA200_2,PLINE300,2022-11-17 12:30:00,2022-11-17 14:00:00,,Imaging electrodeposited layers,aarts61,923
1402,97406/01934,NOVA200_2,PLINE300,2022-11-02 13:00:00,2022-11-02 14:00:00,,Process development,rupp93,924
1403,97406/01934,NOVA200_2,PLINE300,2022-11-03 15:30:00,2022-11-03 16:30:00,,Process development,rupp93,925
1404,97406/01934,NOVA200_2,PLINE300,2022-11-07 09:30:00,2022-11-07 10:30:00,,Process development,rupp93,926
1405,97700/01345,NOVA200_2,PLINE300,2022-11-02 14:00:00,2022-11-02 15:30:00,,XSEM,vais,927
1406,97700/01345,NOVA200_2,PLINE300,2022-11-07 14:00:00,2022-11-07 15:00:00,,XSEM,vais,928
1407,97700/01345,NOVA200_2,PLINE300,2022-11-08 14:30:00,2022-11-08 15:30:00,,XSEM,vais,929
1408,97700/01345,NOVA200_2,PLINE300,2022-11-09 11:30:00,2022-11-09 12:30:00,,XSEM,vais,930
1409,97700/01345,NOVA200_2,PLINE300,2022-11-09 17:00:00,2022-11-09 18:00:00,,XSEM,vais,931
1416,98300/01618,NOVA200_2,PLINE300,2022-11-02 09:30:00,2022-11-02 11:00:00,,i,redants,932
1420,98300/14175,NOVA200_2,PLINE300,2022-11-09 06:00:00,2022-11-09 08:30:00,,XSEM,maes72,933
1427,98500/01852,NOVA200_2,PLINE300,2022-11-03 13:00:00,2022-11-03 14:00:00,,sem,lux,934
1323,42199/00160,NOVA600,PLINE300,2022-11-17 14:00:00,2022-11-17 17:00:00,,training,drijboom,935
485,31199/01920,NX3DM,PLINE300,2022-11-04 10:00:00,2022-11-04 12:00:00,,Manual measurement,moussa,936
1116,36003/01224,NX3DM,PLINE300,2022-10-31 14:30:00,2022-10-31 21:30:00,,devinp,vbelle62,937
1117,36003/01224,NX3DM,PLINE300,2022-11-02 15:00:00,2022-11-02 21:30:00,,devinp,vbelle62,938
1118,36003/01224,NX3DM,PLINE300,2022-11-03 15:00:00,2022-11-03 21:30:00,,devinp,vbelle62,939
1119,36003/01224,NX3DM,PLINE300,2022-11-05 11:30:00,2022-11-05 13:30:00,,devinp,vbelle62,940
1120,36003/01224,NX3DM,PLINE300,2022-11-06 11:30:00,2022-11-06 16:30:00,,devinp,vbelle62,941
1121,36003/01224,NX3DM,PLINE300,2022-11-09 15:00:00,2022-11-09 17:00:00,,devinp,vbelle62,942
1122,36003/01224,NX3DM,PLINE300,2022-11-14 07:30:00,2022-11-14 11:00:00,,devinp,vbelle62,943
1123,36003/01224,NX3DM,PLINE300,2022-11-16 15:00:00,2022-11-16 17:00:00,,devinp,vbelle62,944
1124,36003/01224,NX3DM,PLINE300,2022-11-17 08:00:00,2022-11-17 11:30:00,,devinp,vbelle62,945
1245,38199/01132,NX3DM,PLINE300,2022-11-17 13:30:00,2022-11-17 16:30:00,,AL210794/1 D02 manual meas.,moussa,946
1125,36003/01224,NXWAFER,PLINE300,2022-11-02 19:00:00,2022-11-02 20:00:00,,devinp,vbelle62,947
1126,36003/01224,NXWAFER,PLINE300,2022-11-05 14:30:00,2022-11-05 17:30:00,,devinp,vbelle62,948
1127,36003/01224,NXWAFER,PLINE300,2022-11-09 15:00:00,2022-11-09 19:00:00,,devinp,vbelle62,949
1128,36003/01224,NXWAFER,PLINE300,2022-11-15 08:00:00,2022-11-15 13:00:00,,devinp,nong52,950
1129,36003/01224,NXWAFER,PLINE300,2022-11-16 07:00:00,2022-11-16 13:30:00,,devinp,vbelle62,951
1130,36003/01224,NXWAFER,PLINE300,2022-11-18 07:00:00,2022-11-18 12:00:00,,devinp,vbelle62,952
930,31499/00379,POLYGON8300,PLINE300,2022-11-02 09:30:00,2022-11-02 12:00:00,LL1;LP1;PM1,outgassing,nynsl,953
931,31499/00379,POLYGON8300,PLINE300,2022-11-16 09:00:00,2022-11-18 18:30:00,LL1;LP1;PM1,ALD new precursor,peissk91,954
943,31499/00881,POLYGON8300,PLINE300,2022-11-02 13:00:00,2022-11-02 19:00:00,LP1;LP2;PM4,Al2O3 deposition on WS2,lin98,955
944,31499/00881,POLYGON8300,PLINE300,2022-11-03 09:00:00,2022-11-03 17:00:00,LP1;LP2;PM4,Al2O3 on WS2,lin98,956
932,31499/00379,POLYGON_2,PLINE300,2022-11-17 17:00:00,2022-11-19 00:00:00,LP1;LP2;PM3,GST dep,sinha70,957
1287,39424/01223,PRODUCER,PLINE300,2022-11-03 15:30:00,2022-11-03 18:30:00,CHC;LP1;LP2,Testing for escalation,gomezg80,958
1288,39424/01223,PRODUCER,PLINE300,2022-11-06 09:00:00,2022-11-06 14:00:00,LP1;LP2,Testing CHC (escalation),gomezg80,959
205,31199/00653,PROVISION2E,PLINE300,2022-11-07 09:00:00,2022-11-07 11:00:00,,training,beggia74,960
206,31199/00653,PROVISION2E,PLINE300,2022-11-10 16:30:00,2022-11-10 17:30:00,,Recipe listing,beggia74,961
207,31199/00653,PROVISION2E,PLINE300,2022-11-17 08:30:00,2022-11-17 12:00:00,,AL210794 - d02,beggia74,962
1273,38199/01952,PROVISION2E,PLINE300,2022-11-09 18:00:00,2022-11-09 20:00:00,,Devinps,janard53,963
1275,38199/37834,PROVISION2E,PLINE300,2022-11-18 09:00:00,2022-11-18 11:00:00,,Devinps,janard53,964
903,31399/00039,REFLEXION,PLINE300,2022-11-05 18:30:00,2022-11-06 00:00:00,H4;LP1;LP2;PM1;PM3,Ru CMP ATLAS2 M1,raymaek,965
904,31399/00039,REFLEXION,PLINE300,2022-11-10 09:30:00,2022-11-10 17:00:00,H1;LP1;PM1;PM3,Ru cmp lot on hold,heylen,966
905,31399/00039,REFLEXION,PLINE300,2022-11-14 06:30:00,2022-11-14 14:00:00,H1;LP1;LP2;PM1;PM3,AX220873_2 on hold,raymaek,967
906,31399/00039,REFLEXION_2,PLINE300,2022-11-06 22:00:00,2022-11-07 14:30:00,H1;LP1;LP2;PM1;PM2;PM3,Mo CTL lot,raymaek,968
907,31399/00039,REFLEXION_2,PLINE300,2022-11-16 06:00:00,2022-11-16 10:00:00,CLEA;H1;LP1;PM1;PM2;PM3,lot on hold,raymaek,969
908,31399/00039,REFLEXION_2,PLINE300,2022-11-18 06:00:00,2022-11-18 17:00:00,H4;LP1;PM1;PM2;PM3,internal dev ACu vs LK slurry,raymaek,970
1010,32099/01506,REFLEXION_2,PLINE300,2022-11-04 07:00:00,2022-11-04 13:00:00,H1;H2;H3;H4;LP1;LP2,hybrid bonding CMP,dewild34,971
1023,32099/01821,REFLEXION_2,PLINE300,2022-11-02 09:00:00,2022-11-02 18:00:00,H1;H2;H3;H4;LP1;LP2;PM1;PM2;PM3,TEOS oxide CMP annealed 2 slurry,ceulem72,972
1024,32099/01821,REFLEXION_2,PLINE300,2022-11-03 09:00:00,2022-11-03 17:30:00,H1;H2;H3;H4;LP1;LP2;PM1;PM2;PM3,TSV TEOS oxide CMP P1 only,ceulem72,973
1025,32099/01821,REFLEXION_2,PLINE300,2022-11-06 00:30:00,2022-11-06 06:00:00,H1;H2;H3;H4;LP1;LP2;PM1;PM2;PM3,TSV TEOS oxide CMP optiplane,raymaek,974
1033,32102/01048,REFLEXION_2,PLINE300,2022-11-04 13:00:00,2022-11-04 20:00:00,H1;H2;H3;H4;LP1;LP2;PM1;PM2;PM3,"Cu CMP, EP monitoring, spc must",ceulem72,975
1078,32299/01084,REFLEXION_2,PLINE300,2022-11-10 08:00:00,2022-11-10 14:00:00,H1;H2;H3;H4;LP1;LP2;PM1;PM2;PM3,TiN plus 150 nm Cu CMP,ceulem72,976
1079,32299/01084,REFLEXION_2,PLINE300,2022-11-14 09:00:00,2022-11-14 13:00:00,H1;H2;H3;H4;LP1;LP2;PM1;PM2;PM3,TiN plus Cu CMP Tool in spec,ceulem72,977
1238,37093/02175,REFLEXION_2,PLINE300,2022-11-14 13:00:00,2022-11-14 17:00:00,H1;H2;H3;H4;LP1;LP2;PM1;PM2;PM3,Cu CMP using CSL P1 LK393 P3,ceulem72,978
208,31199/00653,REFLEXION_4,PLINE300,2022-11-09 09:00:00,2022-11-09 12:00:00,CLN;LP1;LP2,Overpolish testing,kenens78,979
1250,38199/01284,REFLEXION_4,PLINE300,2022-11-09 14:00:00,2022-11-09 18:00:00,CLN;LP1;LP2,Process lot AL217248,vdweeg61,980
1251,38199/01284,REFLEXION_4,PLINE300,2022-11-10 06:30:00,2022-11-10 10:30:00,CLN;LP1;LP2,Process lot AL217248,pittev,981
1522,98850/02081,REFLEXION_4,PLINE300,2022-11-03 10:00:00,2022-11-03 13:00:00,CLN;LP1;LP2,Process window testing,kenens78,982
1523,98850/02081,REFLEXION_4,PLINE300,2022-11-04 09:00:00,2022-11-04 13:00:00,CLN;LP1;LP2,Process window investigation,kenens78,983
1524,98850/02081,REFLEXION_4,PLINE300,2022-11-17 09:00:00,2022-11-17 16:30:00,CLN;LP1;LP2,Determining polishing times  per,kenens78,984
1525,98850/02081,REFLEXION_4,PLINE300,2022-11-18 09:00:00,2022-11-18 16:00:00,CLN;LP1;LP2,"CRAS CMP with P9802 slurry, RR",kenens78,985
919,31399/01183,RS100C_2,PLINE300,2022-11-15 23:00:00,2022-11-16 00:00:00,,premeasurements,pittev,986
920,31399/01183,RS100C_2,PLINE300,2022-11-16 00:30:00,2022-11-16 03:00:00,,postmeasurements,pittev,987
389,31199/01765,SAVANNAH,PLINE300,2022-11-03 09:00:00,2022-11-03 14:00:00,,ALD AlOx + ALD HfOx,cochet,988
390,31199/01765,SAVANNAH,PLINE300,2022-11-07 09:00:00,2022-11-07 17:00:00,,ALD AlOx + HfOx,cochet,989
391,31199/01765,SAVANNAH,PLINE300,2022-11-16 09:00:00,2022-11-16 20:00:00,,Water vapor exposure tests,pasqua16,990
392,31199/01765,SAVANNAH,PLINE300,2022-11-17 08:00:00,2022-11-17 18:00:00,,H2O exposure + bake off,pasqua16,991
307,31199/01513,SC1000,PLINE300,2022-11-08 07:30:00,2022-11-08 09:00:00,,meting,jacobs41,992
308,31199/01513,SC1000,PLINE300,2022-11-15 07:30:00,2022-11-15 09:00:00,,meting,jacobs41,993
357,31199/01680,SC1000,PLINE300,2022-11-08 14:00:00,2022-11-08 14:30:00,,KrF,kampit73,994
371,31199/01706,SC1000,PLINE300,2022-11-10 14:00:00,2022-11-10 16:00:00,,Inpria,deschepp,995
641,31199/30079,SC1000,PLINE300,2022-10-31 00:00:00,2022-10-31 02:00:00,,lot processing,robber85,996
642,31199/30079,SC1000,PLINE300,2022-10-31 17:00:00,2022-10-31 19:00:00,,JSR,perrem78,997
643,31199/30079,SC1000,PLINE300,2022-11-01 00:00:00,2022-11-01 02:00:00,,tst,perrem78,998
644,31199/30079,SC1000,PLINE300,2022-11-01 10:00:00,2022-11-01 12:00:00,,lot processing,robber85,999
645,31199/30079,SC1000,PLINE300,2022-11-02 08:00:00,2022-11-02 10:00:00,,tst,perrem78,1000
646,31199/30079,SC1000,PLINE300,2022-11-03 00:00:00,2022-11-03 02:00:00,,JSR,perrem78,1001
647,31199/30079,SC1000,PLINE300,2022-11-03 08:00:00,2022-11-03 10:00:00,,test,dilien72,1002
648,31199/30079,SC1000,PLINE300,2022-11-04 01:00:00,2022-11-04 02:00:00,,test,vleerb85,1003
649,31199/30079,SC1000,PLINE300,2022-11-04 08:00:00,2022-11-04 10:00:00,,test,dilien72,1004
650,31199/30079,SC1000,PLINE300,2022-11-05 08:00:00,2022-11-05 10:00:00,,JSR,perrem78,1005
651,31199/30079,SC1000,PLINE300,2022-11-06 08:00:00,2022-11-06 10:00:00,,JSR slot,robber85,1006
652,31199/30079,SC1000,PLINE300,2022-11-06 13:00:00,2022-11-06 15:00:00,,JSR slot,robber85,1007
653,31199/30079,SC1000,PLINE300,2022-11-07 08:00:00,2022-11-07 10:00:00,,test,cloost23,1008
654,31199/30079,SC1000,PLINE300,2022-11-08 00:00:00,2022-11-08 02:00:00,,JSR;test,perrem78;vleerb85,1009
655,31199/30079,SC1000,PLINE300,2022-11-09 08:00:00,2022-11-09 12:00:00,,JSR processing time;test,cloost23;perrem78,1010
656,31199/30079,SC1000,PLINE300,2022-11-09 17:00:00,2022-11-09 19:00:00,,JSR,perrem78,1011
657,31199/30079,SC1000,PLINE300,2022-11-10 08:00:00,2022-11-10 10:00:00,,test,cloost23,1012
658,31199/30079,SC1000,PLINE300,2022-11-10 17:00:00,2022-11-10 19:00:00,,JSR,perrem78,1013
659,31199/30079,SC1000,PLINE300,2022-11-14 08:00:00,2022-11-14 10:00:00,,test,cloost23,1014
660,31199/30079,SC1000,PLINE300,2022-11-15 00:00:00,2022-11-15 02:00:00,,test,vleerb85,1015
661,31199/30079,SC1000,PLINE300,2022-11-15 09:00:00,2022-11-15 11:00:00,,JSR,perrem78,1016
662,31199/30079,SC1000,PLINE300,2022-11-16 00:00:00,2022-11-16 02:00:00,,JSR,perrem78,1017
663,31199/30079,SC1000,PLINE300,2022-11-16 08:00:00,2022-11-16 10:00:00,,test,cloost23,1018
664,31199/30079,SC1000,PLINE300,2022-11-17 00:00:00,2022-11-17 02:00:00,,JSR,perrem78,1019
665,31199/30079,SC1000,PLINE300,2022-11-17 08:00:00,2022-11-17 10:00:00,,test,cloost23,1020
666,31199/30079,SC1000,PLINE300,2022-11-18 08:00:00,2022-11-18 10:00:00,,test,cloost23,1021
823,31199/31247,SC1000,PLINE300,2022-11-15 14:00:00,2022-11-15 16:00:00,,Inpria,deschepp,1022
1206,37004/01795,SC1000,PLINE300,2022-11-17 14:00:00,2022-11-17 16:00:00,,SAVI test,dhave,1023
1444,98600/00962,SC1000,PLINE300,2022-11-01 14:00:00,2022-11-01 14:30:00,,scanner,dauend87,1024
1526,98850/02081,SC1000,PLINE300,2022-11-15 17:00:00,2022-11-15 19:30:00,,AL225326/5,moelants,1025
149,31199/00650,SC1950,PLINE300,2022-11-14 11:00:00,2022-11-14 12:00:00,,DSA,verstr99,1026
150,31199/00650,SC1950,PLINE300,2022-11-15 08:00:00,2022-11-15 09:00:00,,DSA,verstr99,1027
292,31199/01413,SC1950,PLINE300,2022-10-31 17:00:00,2022-10-31 18:00:00,,m,vdries51,1028
759,31199/31147,SC1950,PLINE300,2022-11-04 10:00:00,2022-11-04 11:00:00,,rax,kim69,1029
760,31199/31147,SC1950,PLINE300,2022-11-04 13:00:00,2022-11-04 14:00:00,,rax,kim69,1030
761,31199/31147,SC1950,PLINE300,2022-11-17 09:00:00,2022-11-17 11:00:00,,rax,kim69,1031
762,31199/31147,SC1950,PLINE300,2022-11-17 14:30:00,2022-11-17 17:00:00,,rax,kim69,1032
852,31199/31811,SC1950,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,,ASML,vanderey,1033
151,31199/00650,SC2000,PLINE300,2022-11-03 08:30:00,2022-11-03 12:30:00,,DSA,verstr99,1034
284,31199/01391,SC2000,PLINE300,2022-11-08 09:00:00,2022-11-08 11:00:00,,emar,canga29,1035
377,31199/01755,SC2000,PLINE300,2022-11-02 12:00:00,2022-11-02 13:00:00,,LAM,blanco74,1036
522,31199/01988,SC2000,PLINE300,2022-11-15 16:00:00,2022-11-15 17:00:00,,sto,bisschop,1037
778,31199/31191,SC2000,PLINE300,2022-11-17 10:30:00,2022-11-17 12:30:00,,e,hermansj,1038
853,31199/31811,SC2000,PLINE300,2022-11-09 15:00:00,2022-11-09 16:30:00,,ASML,vanderey,1039
854,31199/31811,SC2000,PLINE300,2022-11-10 12:00:00,2022-11-10 18:00:00,,BMMO V4.2 exposure,schaap,1040
102,31007/30076,SC3400,PLINE300,2022-11-01 15:00:00,2022-11-01 16:00:00,,sec,nonaka89,1041
152,31199/00650,SC3400,PLINE300,2022-11-03 14:00:00,2022-11-03 16:00:00,,DSA,vanbel53,1042
153,31199/00650,SC3400,PLINE300,2022-11-08 16:30:00,2022-11-08 17:00:00,,DSA,verstr99,1043
154,31199/00650,SC3400,PLINE300,2022-11-10 17:00:00,2022-11-10 18:00:00,,DSA,vanbel53,1044
169,31199/00651,SC3400,PLINE300,2022-10-31 07:30:00,2022-10-31 08:00:00,,APC,das10,1045
209,31199/00653,SC3400,PLINE300,2022-11-03 08:30:00,2022-11-03 10:00:00,,AE228012,roy82,1046
210,31199/00653,SC3400,PLINE300,2022-11-03 11:00:00,2022-11-03 12:00:00,,training,vandeney,1047
211,31199/00653,SC3400,PLINE300,2022-11-04 02:30:00,2022-11-04 03:00:00,,Low-n exposure NALA,debacker,1048
223,31199/00849,SC3400,PLINE300,2022-11-02 08:30:00,2022-11-02 09:00:00,,intel,guzman11,1049
224,31199/00849,SC3400,PLINE300,2022-11-08 17:30:00,2022-11-08 18:00:00,,intel,guzman11,1050
274,31199/01321,SC3400,PLINE300,2022-11-03 16:00:00,2022-11-03 17:00:00,,ASM JDP,gupta76,1051
293,31199/01413,SC3400,PLINE300,2022-10-31 15:30:00,2022-10-31 16:30:00,,Brewer,vdries51,1052
317,31199/01514,SC3400,PLINE300,2022-11-02 20:00:00,2022-11-02 21:30:00,,JSR,furuka28,1053
334,31199/01617,SC3400,PLINE300,2022-11-02 14:00:00,2022-11-02 15:00:00,,LAM,gupta76,1054
402,31199/01851,SC3400,PLINE300,2022-11-02 17:00:00,2022-11-02 18:00:00,,AP3- SC only,heo87,1055
410,31199/01876,SC3400,PLINE300,2022-11-04 02:00:00,2022-11-04 02:30:00,,Low-n exposures,debacker,1056
413,31199/01877,SC3400,PLINE300,2022-11-08 13:30:00,2022-11-08 14:00:00,,APC,vlookl,1057
416,31199/01878,SC3400,PLINE300,2022-11-04 09:30:00,2022-11-04 10:00:00,,APC,vlookl,1058
417,31199/01878,SC3400,PLINE300,2022-11-04 17:00:00,2022-11-04 18:00:00,,APC,vlookl,1059
418,31199/01878,SC3400,PLINE300,2022-11-14 17:00:00,2022-11-14 18:00:00,,APC,vlookl,1060
430,31199/01890,SC3400,PLINE300,2022-11-08 14:00:00,2022-11-08 16:30:00,,Training Arijit w TEL/Murat,das89,1061
431,31199/01890,SC3400,PLINE300,2022-11-14 15:00:00,2022-11-14 17:00:00,,Training Arijit w. TEL/Murat,das89,1062
438,31199/01897,SC3400,PLINE300,2022-11-02 16:00:00,2022-11-02 17:00:00,,IRRESISTIBLE MATERIA,popesc83,1063
523,31199/01988,SC3400,PLINE300,2022-10-31 17:00:00,2022-10-31 17:30:00,,AP3,naqvi66,1064
524,31199/01988,SC3400,PLINE300,2022-11-03 17:00:00,2022-11-03 18:00:00,,AP3,drent34,1065
525,31199/01988,SC3400,PLINE300,2022-11-03 21:30:00,2022-11-03 22:00:00,,AP3,drent34,1066
526,31199/01988,SC3400,PLINE300,2022-11-17 16:00:00,2022-11-17 18:00:00,,Western Digital,takaha90,1067
558,31199/02019,SC3400,PLINE300,2022-11-03 19:30:00,2022-11-03 21:30:00,,TOK,fukumu91,1068
604,31199/02273,SC3400,PLINE300,2022-11-01 18:00:00,2022-11-01 19:30:00,,making samples,genjim61,1069
605,31199/02273,SC3400,PLINE300,2022-11-08 18:00:00,2022-11-08 18:30:00,,making samples,genjim61,1070
667,31199/30079,SC3400,PLINE300,2022-10-31 10:00:00,2022-10-31 11:00:00,,test,dilien72,1071
668,31199/30079,SC3400,PLINE300,2022-11-02 09:00:00,2022-11-02 10:00:00,,test,dilien72,1072
669,31199/30079,SC3400,PLINE300,2022-11-03 10:00:00,2022-11-03 11:00:00,,test,dilien72,1073
670,31199/30079,SC3400,PLINE300,2022-11-10 10:00:00,2022-11-10 11:00:00,,test,cloost23,1074
731,31199/30117,SC3400,PLINE300,2022-11-02 18:00:00,2022-11-02 20:00:00,,exp,kato15,1075
732,31199/30117,SC3400,PLINE300,2022-11-08 19:30:00,2022-11-08 20:30:00,,exposure,kato15,1076
742,31199/31021,SC3400,PLINE300,2022-10-31 16:30:00,2022-10-31 17:00:00,,process,dauend87,1077
779,31199/31191,SC3400,PLINE300,2022-11-02 15:00:00,2022-11-02 16:00:00,,APC,vanderey,1078
780,31199/31191,SC3400,PLINE300,2022-11-03 12:00:00,2022-11-03 12:30:00,,SCREEN,caron34,1079
781,31199/31191,SC3400,PLINE300,2022-11-04 14:00:00,2022-11-04 16:00:00,,AE209599,hermansj,1080
782,31199/31191,SC3400,PLINE300,2022-11-10 14:00:00,2022-11-10 16:00:00,,AE209599,hermansj,1081
783,31199/31191,SC3400,PLINE300,2022-11-15 09:00:00,2022-11-15 10:00:00,,test,caron34,1082
855,31199/31811,SC3400,PLINE300,2022-11-01 06:00:00,2022-11-01 10:00:00,,wafer cycling chuck 2,schaap,1083
856,31199/31811,SC3400,PLINE300,2022-11-02 23:00:00,2022-11-03 00:00:00,,HOWS Wafer Stage Sensor clean,stopa,1084
857,31199/31811,SC3400,PLINE300,2022-11-04 07:30:00,2022-11-04 08:00:00,,Scanner monitoring on Sub E0 & F,aubert85,1085
858,31199/31811,SC3400,PLINE300,2022-11-05 14:00:00,2022-11-05 18:00:00,,scanner monitor,aubert85,1086
859,31199/31811,SC3400,PLINE300,2022-11-07 11:00:00,2022-11-07 12:00:00,,omschakeling HRS,vdijk,1087
860,31199/31811,SC3400,PLINE300,2022-11-07 23:00:00,2022-11-08 00:00:00,,PWWGNE monitor,schaap,1088
